text,num_aspects,aspects,aspect_term,sentiment,confidence
I know that his daughter was one of the crazy antivaxxers during COVID but I never have heard Doug say anything about the MMR or any childhood standard vaccines. One person in a family believing one way doesn’t mean the whole family thinks that way,2,"covid, mmr",covid,neutral,0.922
I know that his daughter was one of the crazy antivaxxers during COVID but I never have heard Doug say anything about the MMR or any childhood standard vaccines. One person in a family believing one way doesn’t mean the whole family thinks that way,2,"covid, mmr",mmr,neutral,0.914
"Attention, anyone over 21 , the MMR vaccine loses its effectiveness after 20 years in some people. I got a simple blood test and found out I was not covered anymore. I got a simple booster, it's not like a COVID shot it's injected just under the skin. Protect yourself, they're not going to.",4,"effectiveness, vaccine, covid, mmr",effectiveness,negative,0.938
"Attention, anyone over 21 , the MMR vaccine loses its effectiveness after 20 years in some people. I got a simple blood test and found out I was not covered anymore. I got a simple booster, it's not like a COVID shot it's injected just under the skin. Protect yourself, they're not going to.",4,"effectiveness, vaccine, covid, mmr",vaccine,neutral,0.507
"Attention, anyone over 21 , the MMR vaccine loses its effectiveness after 20 years in some people. I got a simple blood test and found out I was not covered anymore. I got a simple booster, it's not like a COVID shot it's injected just under the skin. Protect yourself, they're not going to.",4,"effectiveness, vaccine, covid, mmr",covid,neutral,0.672
"Attention, anyone over 21 , the MMR vaccine loses its effectiveness after 20 years in some people. I got a simple blood test and found out I was not covered anymore. I got a simple booster, it's not like a COVID shot it's injected just under the skin. Protect yourself, they're not going to.",4,"effectiveness, vaccine, covid, mmr",mmr,negative,0.528
"An appreciation post. 

For all those who stemmed the tide of COVID with their #vaccinations I enjoy  #livemusic again, and so much more. These days are “a cluster”. But I’m still here loving and living.

Get the #MMR! Get the #Shingles shot… do your part and we can all enjoy a healthier future.",2,"covid, mmr",covid,neutral,0.847
"An appreciation post. 

For all those who stemmed the tide of COVID with their #vaccinations I enjoy  #livemusic again, and so much more. These days are “a cluster”. But I’m still here loving and living.

Get the #MMR! Get the #Shingles shot… do your part and we can all enjoy a healthier future.",2,"covid, mmr",mmr,positive,0.643
"This exact messaging will lead to child deaths, paralyzation, people going blind or deaf, and widespread immune amnesia because parents have started having “measles parties” again, like the varicella “chickenpox parties” of the 80’s and 90’s which saw a resurgence during COVID.",2,"measles, covid",measles,neutral,0.876
"This exact messaging will lead to child deaths, paralyzation, people going blind or deaf, and widespread immune amnesia because parents have started having “measles parties” again, like the varicella “chickenpox parties” of the 80’s and 90’s which saw a resurgence during COVID.",2,"measles, covid",covid,neutral,0.935
"Shame she hasn't been on Question Time or Politics Live around the time Wakefield was struck off, or the COVID-19 vaccines were rolled out or when there have been measles outbreaks. You'd think someone would mention it.",2,"measles, covid",measles,neutral,0.845
"Shame she hasn't been on Question Time or Politics Live around the time Wakefield was struck off, or the COVID-19 vaccines were rolled out or when there have been measles outbreaks. You'd think someone would mention it.",2,"measles, covid",covid,neutral,0.924
"white Christian nationalists are the furthest thing from real Christianity their a cult of hate bigotry misogyny driven by fear-mongering,unbelievable they had COVID & measle parties & the parents of the child who died measles actually said it was a blessing for him to be called to God's side,",2,"measles, covid",measles,neutral,0.858
"white Christian nationalists are the furthest thing from real Christianity their a cult of hate bigotry misogyny driven by fear-mongering,unbelievable they had COVID & measle parties & the parents of the child who died measles actually said it was a blessing for him to be called to God's side,",2,"measles, covid",covid,neutral,0.906
"The same reason they supressed COVID info from the public while telling us to make informed decisions.

Declared measle outbreaks would be bad for the economy.

Somebody close to Moe should tell him that dead children aren't good for the economy. But he'd just say its good for the funeral businesses",1,covid,covid,neutral,0.766
"Concentration camps, kidnappings by masked militants, no due process,  measle outbreaks, dengue fever, COVID and no the plague?!!
USA is currently a shit hole country.",1,covid,covid,neutral,0.815
You mean super-rabid-measle-pox-covid-25?,1,covid,covid,neutral,0.867
"Diseases caused by m-RNA viruses 
Flu, SARS, MERS, COVID-19, dengue, hepatitis, C & E, west now fever, Ebola, rabies, polio, mumps, and measles
RFK jr cut the funding for mRNA research",2,"measles, covid",measles,neutral,0.801
"Diseases caused by m-RNA viruses 
Flu, SARS, MERS, COVID-19, dengue, hepatitis, C & E, west now fever, Ebola, rabies, polio, mumps, and measles
RFK jr cut the funding for mRNA research",2,"measles, covid",covid,neutral,0.887
"I’m upset that children can go to school with measles, mumps, polio, hpv, Covid, hepatitis, whooping cough, chickenpox, and  norovirus.",2,"measles, covid",measles,neutral,0.796
"I’m upset that children can go to school with measles, mumps, polio, hpv, Covid, hepatitis, whooping cough, chickenpox, and  norovirus.",2,"measles, covid",covid,neutral,0.838
"I literally owe my life to vaccines. From smallpox to polio to COVID. None of my nieces or nephews suffered mumps, chickenpox, or measles that sometimes killed children of my generation like one of my classmates. This is a crime against humanity.",2,"measles, covid",measles,neutral,0.724
"I literally owe my life to vaccines. From smallpox to polio to COVID. None of my nieces or nephews suffered mumps, chickenpox, or measles that sometimes killed children of my generation like one of my classmates. This is a crime against humanity.",2,"measles, covid",covid,neutral,0.925
"Covid is not cured anymore then the HHS has kept away measles, mumps, & rubella, or bubonic plague. 

Now we have a crackpot ahead of HHS who is making the vaccines unreliable. After killing 1.1 million first Admin, how many do u think they’ll kill this time? 

#BlueCrew #Democrats #Resist #RedCrew",2,"measles, covid",measles,neutral,0.837
"Covid is not cured anymore then the HHS has kept away measles, mumps, & rubella, or bubonic plague. 

Now we have a crackpot ahead of HHS who is making the vaccines unreliable. After killing 1.1 million first Admin, how many do u think they’ll kill this time? 

#BlueCrew #Democrats #Resist #RedCrew",2,"measles, covid",covid,neutral,0.785
"It's great that you are using cartoons to make your point; such an  endorsement of science and facts. Not like Measles, the Mumps, Meningitis and Yellow Fever are making a return; but MAGAts were never known to believe in science or facts.
FYI - COVID claimed over 1 million deaths in the US.",2,"measles, covid",measles,neutral,0.521
"It's great that you are using cartoons to make your point; such an  endorsement of science and facts. Not like Measles, the Mumps, Meningitis and Yellow Fever are making a return; but MAGAts were never known to believe in science or facts.
FYI - COVID claimed over 1 million deaths in the US.",2,"measles, covid",covid,neutral,0.769
"I've had the measles- vaccine introduced when I was 9.
I've had the mumps- vaccine introduced when I was 13.
I've had COVID-19 (bad case in May 2020) - vaccinated as soon as it was available.

Why would anyone choose to not take advantage?
Anti-vaxxers are everyone's problem.
Science-denying freaks.",3,"vaccine, measles, covid",vaccine,neutral,0.916
"I've had the measles- vaccine introduced when I was 9.
I've had the mumps- vaccine introduced when I was 13.
I've had COVID-19 (bad case in May 2020) - vaccinated as soon as it was available.

Why would anyone choose to not take advantage?
Anti-vaxxers are everyone's problem.
Science-denying freaks.",3,"vaccine, measles, covid",measles,neutral,0.948
"I've had the measles- vaccine introduced when I was 9.
I've had the mumps- vaccine introduced when I was 13.
I've had COVID-19 (bad case in May 2020) - vaccinated as soon as it was available.

Why would anyone choose to not take advantage?
Anti-vaxxers are everyone's problem.
Science-denying freaks.",3,"vaccine, measles, covid",covid,neutral,0.942
"Did you vote for cutting Ed & Meds?  #BBBill reduces spending for education, Job Training so people can get better jobs & off govt support. It won’t recommend Cancer Screenings which saves Millions of lives every year & Vaccines which proven safe against Measles, Mumps & COVID 19
#RepublicansDidThis",2,"measles, covid",measles,positive,0.529
"Did you vote for cutting Ed & Meds?  #BBBill reduces spending for education, Job Training so people can get better jobs & off govt support. It won’t recommend Cancer Screenings which saves Millions of lives every year & Vaccines which proven safe against Measles, Mumps & COVID 19
#RepublicansDidThis",2,"measles, covid",covid,neutral,0.837
"Covid, Pneumonia, Measles, Chickenpox, Mumps, Meningitis, Rubella, HPV, etc all kill people of all ages. His policies are aimed at killing off anyone that he deems ""unhealthy"" or with a pre-existing condition, regardless of age, exactly like the Nazi's. pmc.ncbi.nlm.nih.gov/articles/PMC...",2,"measles, covid",measles,neutral,0.789
"Covid, Pneumonia, Measles, Chickenpox, Mumps, Meningitis, Rubella, HPV, etc all kill people of all ages. His policies are aimed at killing off anyone that he deems ""unhealthy"" or with a pre-existing condition, regardless of age, exactly like the Nazi's. pmc.ncbi.nlm.nih.gov/articles/PMC...",2,"measles, covid",covid,neutral,0.833
