text,kind,author,date,url,uri,matched_keyword,parent_url,parent_uri,week_start,vaccine_sentiment,vaccine_confidence,covid_vaccine_sentiment,covid_vaccine_confidence,coronavirus_vaccine_sentiment,coronavirus_vaccine_confidence,measles_vaccine_sentiment,measles_vaccine_confidence,mmr_vaccine_sentiment,mmr_vaccine_confidence,mmr_sentiment,mmr_confidence,covid_sentiment,covid_confidence,coronavirus_sentiment,coronavirus_confidence,measles_sentiment,measles_confidence,mumps_sentiment,mumps_confidence,rubella_sentiment,rubella_confidence,side_effects_sentiment,side_effects_confidence,efficacy_sentiment,efficacy_confidence,effectiveness_sentiment,effectiveness_confidence,safety_sentiment,safety_confidence,protection_sentiment,protection_confidence,immunity_sentiment,immunity_confidence,autism_sentiment,autism_confidence,pregnant_sentiment,pregnant_confidence,trump_sentiment,trump_confidence,liberals_sentiment,liberals_confidence,woke_sentiment,woke_confidence,conservative_sentiment,conservative_confidence,republican_sentiment,republican_confidence,government_sentiment,government_confidence,big_pharma_sentiment,big_pharma_confidence,fda_sentiment,fda_confidence,cdc_sentiment,cdc_confidence,who_sentiment,who_confidence
"Well, Florida, this will be interesting. How fast measles, whooping cough, mumps, covid, and RSV will get around now? Besides the suffering & disabilities kids will have, childhood immunizations protect the adults at home.
Oh yeah, I forgot German measles & pregnant women.
Harsh lessons to learn.",post,babusha.bsky.social,2025-09-04 18:07:45.162000+00:00,https://bsky.app/profile/babusha.bsky.social/post/3lxzqglvwtc2f,at://did:plc:q2se7vcynysrmm7oqm6koqio/app.bsky.feed.post/3lxzqglvwtc2f,measle,,,8/31/25,neutral,0.429,negative,0.413,negative,0.409,negative,0.445,negative,0.437,neutral,0.423,negative,0.455,negative,0.443,negative,0.457,negative,0.485,negative,0.474,negative,0.513,negative,0.443,neutral,0.478,negative,0.454,neutral,0.436,neutral,0.467,negative,0.474,neutral,0.422,neutral,0.466,neutral,0.487,neutral,0.5,neutral,0.551,neutral,0.526,neutral,0.515,negative,0.471,neutral,0.425,neutral,0.409,neutral,0.512
"Americans have taken democracy and good public health for granted

Without immunizations children will get sick and die from Diptheria, tetanus, whooping cough, measles mumps, rubella and COVID

Secretary of HHS RFK, Jr. is a dangerous anti-vaxx conspiracy theorist

Shame on the US. We know better.",post,oracy.bsky.social,2025-09-04 17:47:30.615000+00:00,https://bsky.app/profile/oracy.bsky.social/post/3lxzpcfmvrk24,at://did:plc:ercyrpy23fbiwxvskur34xgw/app.bsky.feed.post/3lxzpcfmvrk24,measle,,,8/31/25,neutral,0.684,neutral,0.556,neutral,0.535,neutral,0.503,neutral,0.578,neutral,0.717,neutral,0.473,neutral,0.465,neutral,0.467,negative,0.464,negative,0.438,neutral,0.444,neutral,0.544,neutral,0.629,neutral,0.67,neutral,0.781,neutral,0.752,neutral,0.538,neutral,0.854,neutral,0.463,negative,0.447,neutral,0.733,neutral,0.724,neutral,0.65,neutral,0.541,neutral,0.458,neutral,0.639,neutral,0.662,neutral,0.638
"Polio, measles, covid in all of it's permutations, pertussis, mumps and all other communicable diseases are now free to circulate amongst the citizens of Florida.
Freedom🙄",post,funkmasterp.bsky.social,2025-09-04 17:25:02.218000+00:00,https://bsky.app/profile/funkmasterp.bsky.social/post/3lxzo27p3tc2u,at://did:plc:v4dvhpeb7vpm6m2iwyyarjw3/app.bsky.feed.post/3lxzo27p3tc2u,measle,,,8/31/25,neutral,0.509,neutral,0.533,neutral,0.526,neutral,0.431,neutral,0.517,neutral,0.588,neutral,0.522,neutral,0.504,positive,0.418,neutral,0.422,neutral,0.475,neutral,0.436,positive,0.54,positive,0.469,neutral,0.54,neutral,0.643,positive,0.489,positive,0.451,neutral,0.723,neutral,0.627,neutral,0.575,neutral,0.677,neutral,0.631,neutral,0.695,neutral,0.545,neutral,0.465,neutral,0.532,neutral,0.538,neutral,0.616
"Americans have taken democracy and good public health for granted.

Without immunizations children will get sick and die from Diptheria, tetanus, whooping cough, measles mumps, rubella and COVID.

Shame on the US. We know better.",post,oracy.bsky.social,2025-09-04 17:08:24.342000+00:00,https://bsky.app/profile/oracy.bsky.social/post/3lxzn4i2dkc24,at://did:plc:ercyrpy23fbiwxvskur34xgw/app.bsky.feed.post/3lxzn4i2dkc24,measle,,,8/31/25,neutral,0.643,neutral,0.507,neutral,0.507,neutral,0.463,neutral,0.568,neutral,0.641,negative,0.471,negative,0.471,negative,0.439,negative,0.563,negative,0.516,negative,0.556,neutral,0.436,neutral,0.556,neutral,0.604,neutral,0.727,neutral,0.631,neutral,0.536,neutral,0.813,negative,0.535,negative,0.515,neutral,0.67,neutral,0.682,neutral,0.587,negative,0.61,negative,0.546,neutral,0.563,neutral,0.556,neutral,0.604
"They will wait for the epidemics. Imagine fighting measles, flu, covid, mumps, H1, simultaneously and all while we have an empty vaccine stock. 

That’s what Kennedy wants. He’s a eugenics nut. He thinks weak people need to die...  the only likely good news is that it will start in the red states.",post,astronoid.bsky.social,2025-09-04 16:30:15.436000+00:00,https://bsky.app/profile/astronoid.bsky.social/post/3lxzkyb6ir22d,at://did:plc:vx3uqhkuh4atmalqfihwj3cc/app.bsky.feed.post/3lxzkyb6ir22d,measle,,,8/31/25,negative,0.665,negative,0.664,negative,0.66,negative,0.697,negative,0.674,neutral,0.539,negative,0.565,negative,0.578,negative,0.557,negative,0.617,negative,0.597,negative,0.602,negative,0.579,negative,0.494,neutral,0.606,neutral,0.671,neutral,0.607,negative,0.461,neutral,0.681,negative,0.588,negative,0.623,neutral,0.55,negative,0.477,negative,0.525,negative,0.565,negative,0.587,neutral,0.52,neutral,0.523,neutral,0.494
Same thing if you turned down a vaccine. Don't go slinking into the hospital with Covid/mumps/measles.   ,post,skofarrell.bsky.social,2025-09-04 16:10:16.889000+00:00,https://bsky.app/profile/skofarrell.bsky.social/post/3lxzjuk5qhukc,at://did:plc:vi4dls5g3u3pmfwcml3q2kkr/app.bsky.feed.post/3lxzjuk5qhukc,measle,,,8/31/25,negative,0.458,negative,0.478,neutral,0.454,negative,0.467,neutral,0.517,neutral,0.656,negative,0.496,negative,0.481,negative,0.513,negative,0.575,negative,0.508,negative,0.61,negative,0.496,neutral,0.511,neutral,0.591,neutral,0.609,neutral,0.525,negative,0.512,neutral,0.617,negative,0.521,negative,0.526,neutral,0.651,neutral,0.585,neutral,0.602,negative,0.615,negative,0.539,neutral,0.562,neutral,0.6,neutral,0.586
"I was required to have certain vaccines to get into school. I still have the big circle on my left arm from a vaccine as a child. Thank goodness I don’t have to worry (at least I hope not) about measles, mumps, etc. since I’ve been VACCINATED! Now give me my COVID shot!!",post,tastewart.bsky.social,2025-09-04 15:33:03.686000+00:00,https://bsky.app/profile/tastewart.bsky.social/post/3lxzhryfsfk2h,at://did:plc:it3unh3gnwxe7wgiy3b5ir4d/app.bsky.feed.post/3lxzhryfsfk2h,measle,,,8/31/25,neutral,0.665,neutral,0.635,neutral,0.641,neutral,0.626,neutral,0.702,neutral,0.826,neutral,0.631,neutral,0.647,neutral,0.618,neutral,0.573,neutral,0.657,neutral,0.613,neutral,0.576,neutral,0.763,neutral,0.762,neutral,0.777,neutral,0.737,neutral,0.683,neutral,0.879,neutral,0.793,neutral,0.8,neutral,0.818,neutral,0.847,neutral,0.843,neutral,0.748,neutral,0.677,neutral,0.796,neutral,0.81,neutral,0.797
"As a kid I suffered through measles, mumps, German measles, chickenpox. Each one was several days of ineffable itching & fever. And, if you don't deal w measles as a child, it can kill you as an adult. Then there's COVID... The anti-vax position is senseless and sadistic.",post,williamrknecht.bsky.social,2025-09-04 15:30:25.685000+00:00,https://bsky.app/profile/williamrknecht.bsky.social/post/3lxzhnbpykc2h,at://did:plc:ki2dn6mru2ydgwwzd3xaqj4e/app.bsky.feed.post/3lxzhnbpykc2h,measle,,,8/31/25,neutral,0.547,negative,0.483,negative,0.505,negative,0.519,negative,0.468,neutral,0.577,negative,0.541,negative,0.561,negative,0.528,negative,0.609,negative,0.578,negative,0.632,negative,0.483,neutral,0.51,neutral,0.646,neutral,0.688,neutral,0.633,negative,0.472,neutral,0.711,negative,0.477,negative,0.516,neutral,0.566,neutral,0.586,neutral,0.542,negative,0.503,negative,0.566,neutral,0.505,neutral,0.556,neutral,0.527
"As if gun deaths from mass shootings and over 100,000 COVID deaths weren’t enough! DeSantis is now unleashing measles, mumps and polio upon Florida’s children! 😡😡 #BoycottFlorida",post,elliew.bsky.social,2025-09-04 13:36:16.575000+00:00,https://bsky.app/profile/elliew.bsky.social/post/3lxzbb5vyes2z,at://did:plc:avzujmzn7mroxr2672tl73bx/app.bsky.feed.post/3lxzbb5vyes2z,measle,,,8/31/25,neutral,0.7,neutral,0.659,neutral,0.669,neutral,0.579,neutral,0.678,neutral,0.737,neutral,0.636,neutral,0.615,neutral,0.53,neutral,0.496,neutral,0.607,neutral,0.491,neutral,0.659,neutral,0.716,neutral,0.749,neutral,0.795,neutral,0.785,neutral,0.696,neutral,0.833,neutral,0.555,neutral,0.477,neutral,0.788,neutral,0.675,neutral,0.587,neutral,0.505,neutral,0.563,neutral,0.73,neutral,0.675,neutral,0.701
"Republican gun policies in Florida have made mass murders easier, their COVID policies killed over 100,000 of us. Now DeSantis is unleashing childhood diseases such as measles, mumps and polio upon us. #BoycottFlorida #FloridaIsDying",post,elliew.bsky.social,2025-09-04 13:18:21.481000+00:00,https://bsky.app/profile/elliew.bsky.social/post/3lxzab4mrts2z,at://did:plc:avzujmzn7mroxr2672tl73bx/app.bsky.feed.post/3lxzab4mrts2z,measle,,,8/31/25,neutral,0.509,negative,0.463,negative,0.449,negative,0.506,negative,0.436,negative,0.433,negative,0.549,negative,0.541,negative,0.546,negative,0.598,negative,0.552,negative,0.614,negative,0.501,negative,0.547,neutral,0.525,neutral,0.676,neutral,0.55,negative,0.442,neutral,0.591,negative,0.592,negative,0.639,neutral,0.528,negative,0.502,negative,0.623,negative,0.619,negative,0.564,negative,0.433,negative,0.477,negative,0.457
"Florida will become a super-spreader state. Not just for covid. For measles, diphtheria, polio, mumps, TB and every disease unprotected by vaccines. Vaccinations are NOT REQUIRED for ANY DISEASE IN FLORIDA.",post,dianaresists.bsky.social,2025-09-04 02:33:47.013000+00:00,https://bsky.app/profile/dianaresists.bsky.social/post/3lxy4ajrewc2z,at://did:plc:byhvqoli3yaphgirtkggqe2w/app.bsky.feed.post/3lxy4ajrewc2z,measle,,,8/31/25,negative,0.439,negative,0.473,negative,0.445,negative,0.512,negative,0.437,neutral,0.564,negative,0.522,negative,0.528,negative,0.574,negative,0.612,negative,0.529,negative,0.596,negative,0.48,negative,0.491,neutral,0.493,neutral,0.519,neutral,0.492,negative,0.503,neutral,0.68,negative,0.487,negative,0.558,neutral,0.561,neutral,0.527,neutral,0.498,negative,0.527,negative,0.547,neutral,0.501,neutral,0.494,neutral,0.536
"I hope he gets a mixture of scurvy, polio, diphtheria, measles, mumps, Covid, tuberculosis, and any other diseases we can throw in there. He deserves all of them.",post,pinje12.bsky.social,2025-09-04 02:15:36.354000+00:00,https://bsky.app/profile/pinje12.bsky.social/post/3lxy37zn3bc2j,at://did:plc:jzhzpxhe4j7uxnb2dihdhqfe/app.bsky.feed.post/3lxy37zn3bc2j,measle,,,8/31/25,neutral,0.611,neutral,0.493,neutral,0.563,neutral,0.457,neutral,0.562,neutral,0.634,neutral,0.457,neutral,0.458,neutral,0.444,negative,0.513,negative,0.46,negative,0.468,neutral,0.587,neutral,0.696,neutral,0.734,neutral,0.717,neutral,0.653,neutral,0.535,neutral,0.764,negative,0.55,neutral,0.535,neutral,0.743,neutral,0.684,neutral,0.651,neutral,0.499,negative,0.481,neutral,0.635,neutral,0.639,neutral,0.664
"Well..in a few months I’m guessing there will be many sick children who will take it home to their parents and grandparents and younger siblings at home. Measles, mumps, whooping cough, covid, polio, tuberculosis..list goes on and on",post,sakaribaby.bsky.social,2025-09-04 00:43:10.260000+00:00,https://bsky.app/profile/sakaribaby.bsky.social/post/3lxxw2qhqt222,at://did:plc:rzpck4jowoot6uce2ni25m3e/app.bsky.feed.post/3lxxw2qhqt222,measle,,,8/31/25,neutral,0.724,neutral,0.587,neutral,0.569,neutral,0.537,neutral,0.63,neutral,0.745,neutral,0.459,neutral,0.464,neutral,0.468,negative,0.495,neutral,0.45,neutral,0.423,neutral,0.64,neutral,0.586,neutral,0.699,neutral,0.81,neutral,0.759,neutral,0.593,neutral,0.815,neutral,0.659,neutral,0.656,neutral,0.758,neutral,0.778,neutral,0.734,neutral,0.708,neutral,0.49,neutral,0.687,neutral,0.701,neutral,0.654
Idiocy at play … let’s see how they feel when their child get polio or mumps or measles or meningitis or covid or the flu ! They will blame other kids!,post,44girl.bsky.social,2025-09-04 00:40:56.210000+00:00,https://bsky.app/profile/44girl.bsky.social/post/3lxxvwqmtnc2d,at://did:plc:s3xvhtms6fwbj4jcaxfycsrm/app.bsky.feed.post/3lxxvwqmtnc2d,measle,,,8/31/25,neutral,0.743,neutral,0.677,neutral,0.682,neutral,0.594,neutral,0.621,neutral,0.787,neutral,0.519,neutral,0.538,neutral,0.495,negative,0.463,neutral,0.521,neutral,0.474,neutral,0.615,neutral,0.737,neutral,0.836,neutral,0.843,neutral,0.769,neutral,0.514,neutral,0.841,neutral,0.557,negative,0.469,neutral,0.792,neutral,0.689,neutral,0.673,neutral,0.504,neutral,0.519,neutral,0.742,neutral,0.703,neutral,0.677
"Sigh ...
#Florida #DeSantis #COVID #Measles #Mumps #Rubella #diphtheria #pertussis #polio #chickenpox #HepatitisB
#Vaccination #PublicHealth #StopSuffering 
#Pandering #Antivaxxers #NZFirst #nzpol",post,nzheretic.bsky.social,2025-09-04 00:20:29.878000+00:00,https://bsky.app/profile/nzheretic.bsky.social/post/3lxxus747qs2z,at://did:plc:omn2hryawxmvfzqrlvixuklp/app.bsky.feed.post/3lxxus747qs2z,measle,,,8/31/25,neutral,0.736,neutral,0.626,neutral,0.629,neutral,0.584,neutral,0.662,neutral,0.74,neutral,0.613,neutral,0.614,neutral,0.626,neutral,0.538,neutral,0.632,neutral,0.567,neutral,0.639,neutral,0.678,neutral,0.771,neutral,0.787,neutral,0.805,neutral,0.617,neutral,0.856,neutral,0.747,neutral,0.671,neutral,0.765,neutral,0.788,neutral,0.763,neutral,0.757,neutral,0.599,neutral,0.723,neutral,0.738,neutral,0.728
"Hepatitis, Measles, Mumps, COVID, the Flu, Tetanus, pneumonia, and Rubella about to run a marathon through that state",post,reycarpenter.bsky.social,2025-09-03 23:48:43.599000+00:00,https://bsky.app/profile/reycarpenter.bsky.social/post/3lxxszf557k2d,at://did:plc:h7clczudlpkgum27xhofnghw/app.bsky.feed.post/3lxxszf557k2d,measle,,,8/31/25,neutral,0.663,neutral,0.602,neutral,0.599,neutral,0.498,neutral,0.665,neutral,0.715,neutral,0.512,neutral,0.544,neutral,0.424,negative,0.447,neutral,0.434,neutral,0.447,neutral,0.565,neutral,0.7,neutral,0.73,neutral,0.703,neutral,0.611,neutral,0.466,neutral,0.774,neutral,0.582,neutral,0.633,neutral,0.754,neutral,0.731,neutral,0.758,neutral,0.67,neutral,0.472,neutral,0.667,neutral,0.623,neutral,0.726
"It does seem unlikely that measles, mumps, and rubella would respect state boundaries any more than the coronavirus did.",post,easywind.bsky.social,2025-09-03 23:30:46.339000+00:00,https://bsky.app/profile/easywind.bsky.social/post/3lxxrzbrshs2w,at://did:plc:nm7j6tfykbmceybewg4varo7/app.bsky.feed.post/3lxxrzbrshs2w,measle,,,8/31/25,neutral,0.515,neutral,0.494,neutral,0.49,negative,0.467,neutral,0.461,neutral,0.58,negative,0.463,negative,0.442,negative,0.578,negative,0.599,negative,0.562,negative,0.629,negative,0.454,negative,0.53,neutral,0.504,neutral,0.557,negative,0.393,negative,0.542,neutral,0.657,negative,0.5,negative,0.516,neutral,0.455,neutral,0.409,neutral,0.497,negative,0.485,negative,0.51,neutral,0.53,neutral,0.547,neutral,0.581
"42% of West Virginians didn't vaccinate against Covid

7,960 probably wished they had....

Measles Mumps and Rubella - a cure for poverty

apnews.com/article/west...",post,kinlika.bsky.social,2025-09-03 23:21:38.648000+00:00,https://bsky.app/profile/kinlika.bsky.social/post/3lxxrixhkys23,at://did:plc:uqgv3rourwvvqouzhihorpbl/app.bsky.feed.post/3lxxrixhkys23,measle,,,8/31/25,neutral,0.643,neutral,0.643,neutral,0.652,neutral,0.578,neutral,0.634,neutral,0.726,neutral,0.661,neutral,0.657,neutral,0.575,neutral,0.516,neutral,0.592,neutral,0.528,neutral,0.493,neutral,0.685,neutral,0.727,neutral,0.698,neutral,0.627,neutral,0.599,neutral,0.816,neutral,0.731,neutral,0.658,neutral,0.768,neutral,0.709,neutral,0.784,neutral,0.675,neutral,0.569,neutral,0.688,neutral,0.729,neutral,0.714
"This is fucking insanity right here.  Any idiot with school age kids knows how fast a cold or the flu burns through a school population, much less measles, mumps, rubella, COVID, etc?
This party only cares about your kids in utero, after that, fuck you.  🤬🤬🤬
www.washingtonpost.com/health/2025/...",post,member389.bsky.social,2025-09-03 22:22:55.577000+00:00,https://bsky.app/profile/member389.bsky.social/post/3lxxo7xlzwk2c,at://did:plc:tfroakc3lakkf4saxy2wfhm5/app.bsky.feed.post/3lxxo7xlzwk2c,measle,,,8/31/25,neutral,0.751,neutral,0.543,neutral,0.542,neutral,0.487,neutral,0.616,neutral,0.739,neutral,0.502,neutral,0.478,negative,0.464,negative,0.534,negative,0.49,negative,0.481,neutral,0.546,neutral,0.523,neutral,0.696,neutral,0.768,neutral,0.749,neutral,0.574,neutral,0.805,negative,0.517,negative,0.56,neutral,0.726,neutral,0.654,neutral,0.558,neutral,0.479,negative,0.481,neutral,0.695,neutral,0.635,neutral,0.673
"OMFG. SLAVERY?! So put measles, COVID, mumps, whooping cough even rabies in your body! Jesus Christ these people are so….i don’t even have a suitable word for them. Fucking killers. Yes. That’s two words.",post,ninagallety.bsky.social,2025-09-03 22:16:37.020000+00:00,https://bsky.app/profile/ninagallety.bsky.social/post/3lxxnuolef224,at://did:plc:hchlf3evpsfvwfgye5uuvoeg/app.bsky.feed.post/3lxxnuolef224,measle,,,8/31/25,neutral,0.67,neutral,0.6,neutral,0.602,neutral,0.548,neutral,0.646,neutral,0.719,neutral,0.535,neutral,0.553,neutral,0.493,negative,0.475,neutral,0.536,negative,0.47,neutral,0.648,neutral,0.669,neutral,0.779,neutral,0.811,neutral,0.786,neutral,0.592,neutral,0.755,neutral,0.561,negative,0.507,neutral,0.684,neutral,0.684,neutral,0.603,neutral,0.568,neutral,0.495,neutral,0.699,neutral,0.667,neutral,0.646
"Decisions, decisions. 
A sore arm from a vaccine versus, catching Covid or Cholera or Measles or Mumps or Rubella or HPV or flu or Polio or Hepatitis or Rabies or Typhoid or Yellow fever. 🤔",post,anymouse84.bsky.social,2025-09-03 21:25:55.972000+00:00,https://bsky.app/profile/anymouse84.bsky.social/post/3lxxl22fvxs2k,at://did:plc:y5bfuflwgwfu6soggbddzkj4/app.bsky.feed.post/3lxxl22fvxs2k,measle,,,8/31/25,neutral,0.739,neutral,0.723,neutral,0.711,neutral,0.674,neutral,0.756,neutral,0.746,neutral,0.713,neutral,0.686,neutral,0.665,neutral,0.631,neutral,0.631,neutral,0.579,neutral,0.726,neutral,0.803,neutral,0.722,neutral,0.782,neutral,0.737,neutral,0.707,neutral,0.831,neutral,0.785,neutral,0.808,neutral,0.817,neutral,0.803,neutral,0.835,neutral,0.777,neutral,0.655,neutral,0.774,neutral,0.79,neutral,0.796
"Expect measles, mumps, chicken pox, whooping cough and Covid to decimate schools in Florida. Hope all the seniors already have their pneumonia, shingles and rsv shots. Florida is a tepid Petrie dish.",post,upnorthgramma.bsky.social,2025-09-03 20:52:57.279000+00:00,https://bsky.app/profile/upnorthgramma.bsky.social/post/3lxxj73eylk2k,at://did:plc:d3l4jwveg2dvrbpletjayddu/app.bsky.feed.post/3lxxj73eylk2k,measle,,,8/31/25,negative,0.424,negative,0.434,neutral,0.445,negative,0.482,neutral,0.447,neutral,0.64,negative,0.466,negative,0.456,negative,0.52,negative,0.555,negative,0.511,negative,0.576,neutral,0.413,negative,0.518,neutral,0.484,neutral,0.538,neutral,0.497,negative,0.483,neutral,0.71,negative,0.464,negative,0.471,neutral,0.64,neutral,0.573,neutral,0.58,negative,0.464,negative,0.481,neutral,0.535,neutral,0.549,neutral,0.588
"BREAKING: Governor DeSantis just ended ALL vaccine mandates in Florida for schools, including measles-mumps-rubella, polio, chickenpox, hepatitis and COVID vaccines.",post,lucasmundus.bsky.social,2025-09-03 20:33:27.709000+00:00,https://bsky.app/profile/lucasmundus.bsky.social/post/3lxxi47yr7s2x,at://did:plc:bejy4dpnuxnu4v26nqmtpr2h/app.bsky.feed.post/3lxxi47yr7s2x,measle,,,8/31/25,neutral,0.681,neutral,0.57,neutral,0.604,neutral,0.566,neutral,0.64,neutral,0.748,neutral,0.566,neutral,0.586,neutral,0.538,neutral,0.466,neutral,0.513,neutral,0.497,neutral,0.446,neutral,0.634,neutral,0.695,neutral,0.715,neutral,0.674,neutral,0.595,neutral,0.866,neutral,0.578,neutral,0.581,neutral,0.741,neutral,0.728,neutral,0.671,neutral,0.528,neutral,0.519,neutral,0.66,neutral,0.704,neutral,0.702
"it it looks like Florida will be ground zero for deaths due to eliminating requirements to vaccinate a child.  Apparently, the idea of COVID, mumps, smallpox, measles, tuberculosis, polio, etc is more attractive than vaccinations.  Rich Floridians will vaccinate their kids. Poor kids will suffer.",post,keepitsane3.bsky.social,2025-09-03 20:30:41.081000+00:00,https://bsky.app/profile/keepitsane3.bsky.social/post/3lxxhxb3hq225,at://did:plc:b3rl72gtrnmhnfihtbcbwmct/app.bsky.feed.post/3lxxhxb3hq225,measle,,,8/31/25,neutral,0.499,negative,0.397,negative,0.388,negative,0.422,neutral,0.427,neutral,0.523,negative,0.469,negative,0.454,negative,0.484,negative,0.565,negative,0.49,negative,0.558,neutral,0.403,neutral,0.514,neutral,0.553,neutral,0.656,neutral,0.55,negative,0.414,neutral,0.686,neutral,0.446,negative,0.439,neutral,0.56,neutral,0.539,neutral,0.555,negative,0.446,negative,0.497,neutral,0.45,neutral,0.487,neutral,0.544
