Public_health_unit,Antigen,Age,Year,Coverage
Peterborough Public Health,HepB,12,2014-2015,69.1
Peterborough Public Health,HepB,12,2015-2016,69.7
Peterborough Public Health,HepB,12,2016-2017,65.6
Peterborough Public Health,HepB,12,2017-2018,63.4
Peterborough Public Health,HepB,12,2018-2019,68.2
Peterborough Public Health,HepB,17,2018-2019,70.3
Peterborough Public Health,HepB,12,2019-2020,68
Peterborough Public Health,HepB,17,2019-2020,78.3
Peterborough Public Health,HepB,12,2020-2021,58.8
Peterborough Public Health,HepB,17,2020-2021,78.3
Peterborough Public Health,HepB,12,2021-2022,63.2
Peterborough Public Health,HepB,17,2021-2022,78.4
Peterborough Public Health,HepB,12,2022-2023,70.9
Peterborough Public Health,HepB,17,2022-2023,79.3
Peterborough Public Health,Hib,7,2013-2014,86.7
Peterborough Public Health,Hib,7,2014-2015,88.2
Peterborough Public Health,Hib,7,2015-2016,88
Peterborough Public Health,Hib,7,2016-2017,88
Peterborough Public Health,Hib,7,2017-2018,89
Peterborough Public Health,Hib,7,2018-2019,89.2
Peterborough Public Health,Hib,7,2019-2020,91.1
Peterborough Public Health,Hib,7,2020-2021,90.8
Peterborough Public Health,Hib,7,2021-2022,89.2
Peterborough Public Health,Hib,7,2022-2023,80.6
Peterborough Public Health,HPV,12,2013-2014,60.1
Peterborough Public Health,HPV,12,2014-2015,56.7
Peterborough Public Health,HPV,12,2015-2016,59.9
Peterborough Public Health,HPV,12,2016-2017,54.9
Peterborough Public Health,HPV,12,2017-2018,56.3
Peterborough Public Health,HPV,12,2018-2019,62.6
Peterborough Public Health,HPV,17,2018-2019,63.2
Peterborough Public Health,HPV,12,2019-2020,66
Peterborough Public Health,HPV,17,2019-2020,65.7
Peterborough Public Health,HPV,12,2020-2021,54.3
Peterborough Public Health,HPV,17,2020-2021,61.1
Peterborough Public Health,HPV,12,2021-2022,59.3
Peterborough Public Health,HPV,17,2021-2022,68.5
Peterborough Public Health,HPV,12,2022-2023,66.2
Peterborough Public Health,HPV,17,2022-2023,72.8
Peterborough Public Health,MCC,7,2013-2014,81.6
Peterborough Public Health,MCC,7,2014-2015,90.8
Peterborough Public Health,MCC,7,2015-2016,95.3
Peterborough Public Health,MCC,7,2016-2017,95.3
Peterborough Public Health,MCC,7,2017-2018,96.2
Peterborough Public Health,MCC,7,2018-2019,96.4
Peterborough Public Health,MCC,7,2019-2020,97.2
Peterborough Public Health,MCC,7,2020-2021,96.2
Peterborough Public Health,MCC,7,2021-2022,94.5
Peterborough Public Health,MCC,7,2022-2023,85.9
Peterborough Public Health,MCV4,12,2013-2014,62.3
Peterborough Public Health,MCV4,12,2014-2015,78.9
Peterborough Public Health,MCV4,12,2015-2016,81
Peterborough Public Health,MCV4,12,2016-2017,79.4
Peterborough Public Health,MCV4,12,2017-2018,79.1
Peterborough Public Health,MCV4,12,2018-2019,86.3
Peterborough Public Health,MCV4,17,2018-2019,95.5
Peterborough Public Health,MCV4,12,2019-2020,91.3
Peterborough Public Health,MCV4,17,2019-2020,96.2
Peterborough Public Health,MCV4,12,2020-2021,90.4
Peterborough Public Health,MCV4,17,2020-2021,93.7
Peterborough Public Health,MCV4,12,2021-2022,83.8
Peterborough Public Health,MCV4,17,2021-2022,93.5
Peterborough Public Health,MCV4,12,2022-2023,84.1
Peterborough Public Health,MCV4,17,2022-2023,93.8
Peterborough Public Health,Measles,7,2013-2014,92.5
Peterborough Public Health,Measles,7,2014-2015,94.3
Peterborough Public Health,Measles,7,2015-2016,95.2
Peterborough Public Health,Measles,7,2016-2017,92.9
Peterborough Public Health,Measles,7,2017-2018,93.6
Peterborough Public Health,Measles,7,2018-2019,93.4
Peterborough Public Health,Measles,17,2013-2014,94.4
Peterborough Public Health,Measles,17,2014-2015,92.2
Peterborough Public Health,Measles,17,2015-2016,96.4
Peterborough Public Health,Measles,17,2016-2017,95.7
Peterborough Public Health,Measles,17,2017-2018,96.6
Peterborough Public Health,Measles,17,2018-2019,96.8
Peterborough Public Health,Measles,7,2019-2020,79.4
Peterborough Public Health,Measles,17,2019-2020,96.6
Peterborough Public Health,Measles,7,2020-2021,76.2
Peterborough Public Health,Measles,17,2020-2021,95.4
Peterborough Public Health,Measles,7,2021-2022,76.8
Peterborough Public Health,Measles,17,2021-2022,95.6
Peterborough Public Health,Measles,7,2022-2023,67.1
Peterborough Public Health,Measles,17,2022-2023,95
Peterborough Public Health,Mumps,7,2013-2014,92.5
Peterborough Public Health,Mumps,7,2014-2015,94.2
Peterborough Public Health,Mumps,7,2015-2016,95.1
Peterborough Public Health,Mumps,7,2016-2017,92.9
Peterborough Public Health,Mumps,7,2017-2018,93.5
Peterborough Public Health,Mumps,7,2018-2019,93.4
Peterborough Public Health,Mumps,17,2013-2014,94
Peterborough Public Health,Mumps,17,2014-2015,91.8
Peterborough Public Health,Mumps,17,2015-2016,96.3
Peterborough Public Health,Mumps,17,2016-2017,95.7
Peterborough Public Health,Mumps,17,2017-2018,96.6
Peterborough Public Health,Mumps,17,2018-2019,96.8
Peterborough Public Health,Mumps,7,2019-2020,79.4
Peterborough Public Health,Mumps,17,2019-2020,96.6
Peterborough Public Health,Mumps,7,2020-2021,76.2
Peterborough Public Health,Mumps,17,2020-2021,95.4
Peterborough Public Health,Mumps,7,2021-2022,76.7
Peterborough Public Health,Mumps,17,2021-2022,95.5
Peterborough Public Health,Mumps,7,2022-2023,67
Peterborough Public Health,Mumps,17,2022-2023,95
Peterborough Public Health,Pertussis,7,2013-2014,80.2
Peterborough Public Health,Pertussis,7,2014-2015,86.9
Peterborough Public Health,Pertussis,7,2015-2016,91.8
Peterborough Public Health,Pertussis,7,2016-2017,87.6
Peterborough Public Health,Pertussis,7,2017-2018,93
Peterborough Public Health,Pertussis,7,2018-2019,92.7
Peterborough Public Health,Pertussis,17,2013-2014,63.6
Peterborough Public Health,Pertussis,17,2014-2015,56
Peterborough Public Health,Pertussis,17,2015-2016,75.3
Peterborough Public Health,Pertussis,17,2016-2017,78
Peterborough Public Health,Pertussis,17,2017-2018,79.2
Peterborough Public Health,Pertussis,17,2018-2019,83.6
Peterborough Public Health,Pertussis,7,2019-2020,78.8
Peterborough Public Health,Pertussis,17,2019-2020,80.3
Peterborough Public Health,Pertussis,7,2020-2021,74.5
Peterborough Public Health,Pertussis,17,2020-2021,68.8
Peterborough Public Health,Pertussis,7,2021-2022,76.8
Peterborough Public Health,Pertussis,17,2021-2022,52.1
Peterborough Public Health,Pertussis,7,2022-2023,66.2
Peterborough Public Health,Pertussis,17,2022-2023,42.8
Peterborough Public Health,Pneumo,7,2013-2014,75.3
Peterborough Public Health,Pneumo,7,2014-2015,78.4
Peterborough Public Health,Pneumo,7,2015-2016,77.6
Peterborough Public Health,Pneumo,7,2016-2017,78.7
Peterborough Public Health,Pneumo,7,2017-2018,73.8
Peterborough Public Health,Pneumo,7,2018-2019,77.7
Peterborough Public Health,Pneumo,7,2019-2020,81.3
Peterborough Public Health,Pneumo,7,2020-2021,82.3
Peterborough Public Health,Pneumo,7,2021-2022,83.4
Peterborough Public Health,Pneumo,7,2022-2023,77.1
Peterborough Public Health,Polio,7,2013-2014,80.5
Peterborough Public Health,Polio,7,2014-2015,87.6
Peterborough Public Health,Polio,7,2015-2016,92.1
Peterborough Public Health,Polio,7,2016-2017,88.2
Peterborough Public Health,Polio,7,2017-2018,93.2
Peterborough Public Health,Polio,7,2018-2019,93
Peterborough Public Health,Polio,17,2013-2014,93.4
Peterborough Public Health,Polio,17,2014-2015,90.8
Peterborough Public Health,Polio,17,2015-2016,95.9
Peterborough Public Health,Polio,17,2016-2017,94.8
Peterborough Public Health,Polio,17,2017-2018,95.7
Peterborough Public Health,Polio,17,2018-2019,95.8
Peterborough Public Health,Polio,7,2019-2020,78.8
Peterborough Public Health,Polio,17,2019-2020,95.4
Peterborough Public Health,Polio,7,2020-2021,74.8
Peterborough Public Health,Polio,17,2020-2021,94.3
Peterborough Public Health,Polio,7,2021-2022,77.5
Peterborough Public Health,Polio,17,2021-2022,94.6
Peterborough Public Health,Polio,7,2022-2023,66.6
Peterborough Public Health,Polio,17,2022-2023,93.4
Peterborough Public Health,Rota,7,2019-2020,73.4
Peterborough Public Health,Rota,7,2020-2021,76.2
Peterborough Public Health,Rota,7,2021-2022,80.1
Peterborough Public Health,Rota,7,2022-2023,74.7
Peterborough Public Health,Rubella,7,2013-2014,96.4
Peterborough Public Health,Rubella,7,2014-2015,97.4
Peterborough Public Health,Rubella,7,2015-2016,96.7
Peterborough Public Health,Rubella,7,2016-2017,97.2
Peterborough Public Health,Rubella,7,2017-2018,97
Peterborough Public Health,Rubella,7,2018-2019,97.4
Peterborough Public Health,Rubella,17,2013-2014,96.2
Peterborough Public Health,Rubella,17,2014-2015,93.8
Peterborough Public Health,Rubella,17,2015-2016,97.8
Peterborough Public Health,Rubella,17,2016-2017,97
Peterborough Public Health,Rubella,17,2017-2018,97.9
Peterborough Public Health,Rubella,17,2018-2019,97.6
Peterborough Public Health,Rubella,7,2019-2020,97.2
Peterborough Public Health,Rubella,17,2019-2020,98.2
Peterborough Public Health,Rubella,7,2020-2021,96.8
Peterborough Public Health,Rubella,17,2020-2021,96.2
Peterborough Public Health,Rubella,7,2021-2022,96.1
Peterborough Public Health,Rubella,17,2021-2022,97.1
Peterborough Public Health,Rubella,7,2022-2023,89.1
Peterborough Public Health,Rubella,17,2022-2023,96.7
Peterborough Public Health,Tetanus,7,2013-2014,80.5
Peterborough Public Health,Tetanus,7,2014-2015,87
Peterborough Public Health,Tetanus,7,2015-2016,91.8
Peterborough Public Health,Tetanus,7,2016-2017,87.7
Peterborough Public Health,Tetanus,7,2017-2018,93
Peterborough Public Health,Tetanus,7,2018-2019,92.7
Peterborough Public Health,Tetanus,17,2013-2014,69.2
Peterborough Public Health,Tetanus,17,2014-2015,59.5
Peterborough Public Health,Tetanus,17,2015-2016,79.3
Peterborough Public Health,Tetanus,17,2016-2017,82.1
Peterborough Public Health,Tetanus,17,2017-2018,82.5
Peterborough Public Health,Tetanus,17,2018-2019,83.4
Peterborough Public Health,Tetanus,7,2019-2020,78.8
Peterborough Public Health,Tetanus,17,2019-2020,79.9
Peterborough Public Health,Tetanus,7,2020-2021,74.5
Peterborough Public Health,Tetanus,17,2020-2021,68
Peterborough Public Health,Tetanus,7,2021-2022,76.9
Peterborough Public Health,Tetanus,17,2021-2022,51.8
Peterborough Public Health,Tetanus,7,2022-2023,66.3
Peterborough Public Health,Tetanus,17,2022-2023,42.3
Peterborough Public Health,Varicella,7,2013-2014,26.1
Peterborough Public Health,Varicella,7,2014-2015,42.3
Peterborough Public Health,Varicella,7,2015-2016,52.7
Peterborough Public Health,Varicella,7,2016-2017,60.2
Peterborough Public Health,Varicella,7,2017-2018,91
Peterborough Public Health,Varicella,7,2018-2019,92
Peterborough Public Health,Varicella,7,2019-2020,75.9
Peterborough Public Health,Varicella,7,2020-2021,73.6
Peterborough Public Health,Varicella,7,2021-2022,75.1
Peterborough Public Health,Varicella,7,2022-2023,65.2
Porcupine Health Unit,HepB,12,2023-2024,69.7
Porcupine Health Unit,HPV,12,2023-2024,65.6
Porcupine Health Unit,HPV,17,2023-2024,74.5
Porcupine Health Unit,Rota,7,2023-2024,75.8
Porcupine Health Unit,Diphtheria,17,2023-2024,83.1
Porcupine Health Unit,HepB,17,2023-2024,82.3
Porcupine Health Unit,MCV4,12,2023-2024,83.4
Porcupine Health Unit,Pertussis,17,2023-2024,83
Porcupine Health Unit,Tetanus,17,2023-2024,83.1
Porcupine Health Unit,Diphtheria,7,2023-2024,90.8
Porcupine Health Unit,Hib,7,2023-2024,85.5
Porcupine Health Unit,Measles,7,2023-2024,91.1
Porcupine Health Unit,Mumps,7,2023-2024,91
Porcupine Health Unit,Pertussis,7,2023-2024,90.8
Porcupine Health Unit,Pneumo,7,2023-2024,88.4
Porcupine Health Unit,Polio,7,2023-2024,91.2
Porcupine Health Unit,Tetanus,7,2023-2024,90.8
Porcupine Health Unit,Varicella,7,2023-2024,89.9
Porcupine Health Unit,MCV4,17,2023-2024,95.3
Porcupine Health Unit,MCC,7,2023-2024,95.4
Porcupine Health Unit,Measles,17,2023-2024,97.9
Porcupine Health Unit,Mumps,17,2023-2024,97.9
Porcupine Health Unit,Polio,17,2023-2024,96
Porcupine Health Unit,Rubella,7,2023-2024,96.3
Porcupine Health Unit,Rubella,17,2023-2024,98.4
Porcupine Health Unit,Diphtheria,7,2013-2014,92.2
Porcupine Health Unit,Diphtheria,7,2014-2015,94.4
Porcupine Health Unit,Diphtheria,7,2015-2016,94.3
Porcupine Health Unit,Diphtheria,7,2016-2017,94.8
Porcupine Health Unit,Diphtheria,7,2017-2018,95.7
Porcupine Health Unit,Diphtheria,7,2018-2019,95.1
Porcupine Health Unit,Diphtheria,17,2013-2014,88.1
Porcupine Health Unit,Diphtheria,17,2014-2015,90.8
Porcupine Health Unit,Diphtheria,17,2015-2016,90.7
Porcupine Health Unit,Diphtheria,17,2016-2017,90.1
Porcupine Health Unit,Diphtheria,17,2017-2018,89
Porcupine Health Unit,Diphtheria,17,2018-2019,89
Porcupine Health Unit,Diphtheria,7,2019-2020,94.4
Porcupine Health Unit,Diphtheria,17,2019-2020,89.6
Porcupine Health Unit,Diphtheria,7,2020-2021,90.7
Porcupine Health Unit,Diphtheria,17,2020-2021,86.6
Porcupine Health Unit,Diphtheria,7,2021-2022,88
Porcupine Health Unit,Diphtheria,17,2021-2022,82.6
Porcupine Health Unit,Diphtheria,7,2022-2023,87.9
Porcupine Health Unit,Diphtheria,17,2022-2023,83.5
Porcupine Health Unit,HepB,12,2013-2014,71.4
Porcupine Health Unit,HepB,12,2014-2015,73.1
Porcupine Health Unit,HepB,12,2015-2016,75.4
Porcupine Health Unit,HepB,12,2016-2017,76.4
Porcupine Health Unit,HepB,12,2017-2018,77.3
Porcupine Health Unit,HepB,12,2018-2019,77.5
Porcupine Health Unit,HepB,17,2018-2019,81.1
Porcupine Health Unit,HepB,12,2019-2020,82.2
Porcupine Health Unit,HepB,17,2019-2020,81.4
Porcupine Health Unit,HepB,12,2020-2021,74.7
Porcupine Health Unit,HepB,17,2020-2021,80.3
Porcupine Health Unit,HepB,12,2021-2022,67.7
Porcupine Health Unit,HepB,17,2021-2022,80.1
Porcupine Health Unit,HepB,12,2022-2023,70.3
Porcupine Health Unit,HepB,17,2022-2023,81
Porcupine Health Unit,Hib,7,2013-2014,89.6
Porcupine Health Unit,Hib,7,2014-2015,86.1
Porcupine Health Unit,Hib,7,2015-2016,88
Porcupine Health Unit,Hib,7,2016-2017,87.4
Porcupine Health Unit,Hib,7,2017-2018,87.1
Porcupine Health Unit,Hib,7,2018-2019,87.3
Porcupine Health Unit,Hib,7,2019-2020,85.9
Porcupine Health Unit,Hib,7,2020-2021,87.2
Porcupine Health Unit,Hib,7,2021-2022,89.7
Porcupine Health Unit,Hib,7,2022-2023,87
Porcupine Health Unit,HPV,12,2013-2014,65.2
Porcupine Health Unit,HPV,12,2014-2015,62.1
Porcupine Health Unit,HPV,12,2015-2016,63.7
Porcupine Health Unit,HPV,12,2016-2017,64.8
Porcupine Health Unit,HPV,12,2017-2018,66.6
Porcupine Health Unit,HPV,12,2018-2019,69.2
Porcupine Health Unit,HPV,17,2018-2019,62.9
Porcupine Health Unit,HPV,12,2019-2020,74.8
Porcupine Health Unit,HPV,17,2019-2020,65.9
Porcupine Health Unit,HPV,12,2020-2021,67.5
Porcupine Health Unit,HPV,17,2020-2021,69.6
Porcupine Health Unit,HPV,12,2021-2022,63.2
Porcupine Health Unit,HPV,17,2021-2022,69.1
Porcupine Health Unit,HPV,12,2022-2023,66.9
Porcupine Health Unit,HPV,17,2022-2023,71.4
Porcupine Health Unit,MCC,7,2013-2014,85.6
Porcupine Health Unit,MCC,7,2014-2015,95.3
Porcupine Health Unit,MCC,7,2015-2016,97.1
Porcupine Health Unit,MCC,7,2016-2017,97.5
Porcupine Health Unit,MCC,7,2017-2018,97.7
Porcupine Health Unit,MCC,7,2018-2019,96.9
Porcupine Health Unit,MCC,7,2019-2020,97.6
Porcupine Health Unit,MCC,7,2020-2021,96.8
Porcupine Health Unit,MCC,7,2021-2022,97.4
Porcupine Health Unit,MCC,7,2022-2023,97.1
Porcupine Health Unit,MCV4,12,2013-2014,78
Porcupine Health Unit,MCV4,12,2014-2015,83.3
Porcupine Health Unit,MCV4,12,2015-2016,86.8
Porcupine Health Unit,MCV4,12,2016-2017,89.6
Porcupine Health Unit,MCV4,12,2017-2018,89.7
Porcupine Health Unit,MCV4,12,2018-2019,88.2
Porcupine Health Unit,MCV4,17,2018-2019,97.5
Porcupine Health Unit,MCV4,12,2019-2020,96.8
Porcupine Health Unit,MCV4,17,2019-2020,97.5
Porcupine Health Unit,MCV4,12,2020-2021,94
Porcupine Health Unit,MCV4,17,2020-2021,97.7
Porcupine Health Unit,MCV4,12,2021-2022,92.9
Porcupine Health Unit,MCV4,17,2021-2022,96.9
Porcupine Health Unit,MCV4,12,2022-2023,90.8
Porcupine Health Unit,MCV4,17,2022-2023,96.4
Porcupine Health Unit,Measles,7,2013-2014,97.7
Porcupine Health Unit,Measles,7,2014-2015,96.5
Porcupine Health Unit,Measles,7,2015-2016,96.7
Porcupine Health Unit,Measles,7,2016-2017,96.4
Porcupine Health Unit,Measles,7,2017-2018,95.7
Porcupine Health Unit,Measles,7,2018-2019,95.8
Porcupine Health Unit,Measles,17,2013-2014,98.3
Porcupine Health Unit,Measles,17,2014-2015,98.4
Porcupine Health Unit,Measles,17,2015-2016,98.2
Porcupine Health Unit,Measles,17,2016-2017,99.2
Porcupine Health Unit,Measles,17,2017-2018,98.4
Porcupine Health Unit,Measles,17,2018-2019,98.6
Porcupine Health Unit,Measles,7,2019-2020,94.4
Porcupine Health Unit,Measles,17,2019-2020,99.1
Porcupine Health Unit,Measles,7,2020-2021,91.1
Porcupine Health Unit,Measles,17,2020-2021,99.2
Porcupine Health Unit,Measles,7,2021-2022,87.9
Porcupine Health Unit,Measles,17,2021-2022,98.9
Porcupine Health Unit,Measles,7,2022-2023,87.9
Porcupine Health Unit,Measles,17,2022-2023,98.4
Porcupine Health Unit,Mumps,7,2013-2014,97.7
Porcupine Health Unit,Mumps,7,2014-2015,96.5
Porcupine Health Unit,Mumps,7,2015-2016,96.7
Porcupine Health Unit,Mumps,7,2016-2017,96.4
Porcupine Health Unit,Mumps,7,2017-2018,95.7
Porcupine Health Unit,Mumps,7,2018-2019,95.8
Porcupine Health Unit,Mumps,17,2013-2014,98.1
Porcupine Health Unit,Mumps,17,2014-2015,98.4
Porcupine Health Unit,Mumps,17,2015-2016,98.2
Porcupine Health Unit,Mumps,17,2016-2017,99.2
Porcupine Health Unit,Mumps,17,2017-2018,98.4
Porcupine Health Unit,Mumps,17,2018-2019,98.6
Porcupine Health Unit,Mumps,7,2019-2020,94.4
Porcupine Health Unit,Mumps,17,2019-2020,99.1
Porcupine Health Unit,Mumps,7,2020-2021,91.1
Porcupine Health Unit,Mumps,17,2020-2021,99.2
Porcupine Health Unit,Mumps,7,2021-2022,87.7
Porcupine Health Unit,Mumps,17,2021-2022,98.8
Porcupine Health Unit,Mumps,7,2022-2023,87.9
Porcupine Health Unit,Mumps,17,2022-2023,98.4
Porcupine Health Unit,Pertussis,7,2013-2014,92.2
Porcupine Health Unit,Pertussis,7,2014-2015,94.3
Porcupine Health Unit,Pertussis,7,2015-2016,94.2
Porcupine Health Unit,Pertussis,7,2016-2017,94.8
Porcupine Health Unit,Pertussis,7,2017-2018,95.7
Porcupine Health Unit,Pertussis,7,2018-2019,95.1
Porcupine Health Unit,Pertussis,17,2013-2014,85.3
Porcupine Health Unit,Pertussis,17,2014-2015,87.7
Porcupine Health Unit,Pertussis,17,2015-2016,86.8
Porcupine Health Unit,Pertussis,17,2016-2017,86.1
Porcupine Health Unit,Pertussis,17,2017-2018,86.5
Porcupine Health Unit,Pertussis,17,2018-2019,89.5
Porcupine Health Unit,Pertussis,7,2019-2020,94.4
Porcupine Health Unit,Pertussis,17,2019-2020,90.5
Porcupine Health Unit,Pertussis,7,2020-2021,90.7
Porcupine Health Unit,Pertussis,17,2020-2021,87
Porcupine Health Unit,Pertussis,7,2021-2022,88
Porcupine Health Unit,Pertussis,17,2021-2022,83.3
Porcupine Health Unit,Pertussis,7,2022-2023,87.9
Porcupine Health Unit,Pertussis,17,2022-2023,83.6
Porcupine Health Unit,Pneumo,7,2013-2014,84.9
Porcupine Health Unit,Pneumo,7,2014-2015,86.3
Porcupine Health Unit,Pneumo,7,2015-2016,88.1
Porcupine Health Unit,Pneumo,7,2016-2017,88.3
Porcupine Health Unit,Pneumo,7,2017-2018,85.7
Porcupine Health Unit,Pneumo,7,2018-2019,89.1
Porcupine Health Unit,Pneumo,7,2019-2020,90.7
Porcupine Health Unit,Pneumo,7,2020-2021,90.7
Porcupine Health Unit,Pneumo,7,2021-2022,92.2
Porcupine Health Unit,Pneumo,7,2022-2023,92
Porcupine Health Unit,Polio,7,2013-2014,93
Porcupine Health Unit,Polio,7,2014-2015,94.2
Porcupine Health Unit,Polio,7,2015-2016,94.2
Porcupine Health Unit,Polio,7,2016-2017,94.8
Porcupine Health Unit,Polio,7,2017-2018,96.1
Porcupine Health Unit,Polio,7,2018-2019,95.6
Porcupine Health Unit,Polio,17,2013-2014,97.6
Porcupine Health Unit,Polio,17,2014-2015,96.7
Porcupine Health Unit,Polio,17,2015-2016,97.7
Porcupine Health Unit,Polio,17,2016-2017,98.1
Porcupine Health Unit,Polio,17,2017-2018,97.5
Porcupine Health Unit,Polio,17,2018-2019,98.2
Porcupine Health Unit,Polio,7,2019-2020,94.8
Porcupine Health Unit,Polio,17,2019-2020,98
Porcupine Health Unit,Polio,7,2020-2021,91.2
Porcupine Health Unit,Polio,17,2020-2021,96.1
Porcupine Health Unit,Polio,7,2021-2022,88.2
Porcupine Health Unit,Polio,17,2021-2022,97.3
Porcupine Health Unit,Polio,7,2022-2023,88.2
